GB_Accession/TriTrypDB,Species,Strain
Tbb927VSG-1730,Trypanosoma brucei brucei,NA
Tbb927VSG-1736,Trypanosoma brucei brucei,NA
Tbb927VSG-1737,Trypanosoma brucei brucei,NA
Tbb927VSG-1741,Trypanosoma brucei brucei,NA
Tbb927VSG-1742,Trypanosoma brucei brucei,NA
Tbb927VSG-1743,Trypanosoma brucei brucei,NA
Tbb927VSG-1745,Trypanosoma brucei brucei,NA
Tbb927VSG-1747,Trypanosoma brucei brucei,NA
Tbb927VSG-1749,Trypanosoma brucei brucei,NA
Tbb927VSG-1750,Trypanosoma brucei brucei,NA
Tbb927VSG-1751,Trypanosoma brucei brucei,NA
Tbb927VSG-1752,Trypanosoma brucei brucei,NA
Tbb927VSG-1754,Trypanosoma brucei brucei,NA
Tbb927VSG-1756,Trypanosoma brucei brucei,NA
Tbb927VSG-1757,Trypanosoma brucei brucei,NA
Tbb927VSG-1767,Trypanosoma brucei brucei,NA
Tbb927VSG-1768,Trypanosoma brucei brucei,NA
Tbb927VSG-1769,Trypanosoma brucei brucei,NA
Tbb927VSG-1772,Trypanosoma brucei brucei,NA
Tbb927VSG-1779,Trypanosoma brucei brucei,NA
Tbb927VSG-1781,Trypanosoma brucei brucei,NA
Tbb927VSG-1782,Trypanosoma brucei brucei,NA
Tbb927VSG-1785,Trypanosoma brucei brucei,NA
Tbb927VSG-1788,Trypanosoma brucei brucei,NA
Tbb927VSG-1789,Trypanosoma brucei brucei,NA
Tbb927VSG-1790,Trypanosoma brucei brucei,NA
Tbb927VSG-1792,Trypanosoma brucei brucei,NA
Tbb927VSG-1793,Trypanosoma brucei brucei,NA
Tbb927VSG-1795,Trypanosoma brucei brucei,NA
Tbb927VSG-1798,Trypanosoma brucei brucei,NA
Tbb927VSG-1801,Trypanosoma brucei brucei,NA
Tbb927VSG-1802,Trypanosoma brucei brucei,NA
Tbb927VSG-1805,Trypanosoma brucei brucei,NA
Tbb927VSG-1817,Trypanosoma brucei brucei,NA
Tbb927VSG-1818,Trypanosoma brucei brucei,NA
Tbb927VSG-1820,Trypanosoma brucei brucei,NA
Tbb927VSG-1822,Trypanosoma brucei brucei,NA
Tbb927VSG-1903,Trypanosoma brucei brucei,NA
Tbb927VSG-2001,Trypanosoma brucei brucei,NA
Tbb927VSG-2002,Trypanosoma brucei brucei,NA
Tbb927VSG-2003,Trypanosoma brucei brucei,NA
Tbb927VSG-2004,Trypanosoma brucei brucei,NA
Tbb927VSG-2005,Trypanosoma brucei brucei,NA
Tbb927VSG-2006,Trypanosoma brucei brucei,NA
Tbb927VSG-2007,Trypanosoma brucei brucei,NA
Tbb927VSG-2008,Trypanosoma brucei brucei,NA
Tbb927VSG-2009,Trypanosoma brucei brucei,NA
Tbb927VSG-2010,Trypanosoma brucei brucei,NA
Tbb927VSG-2011,Trypanosoma brucei brucei,NA
Tbb927VSG-2012,Trypanosoma brucei brucei,NA
Tbb927VSG-2013,Trypanosoma brucei brucei,NA
Tbb927VSG-2014,Trypanosoma brucei brucei,NA
Tbb927VSG-2015,Trypanosoma brucei brucei,NA
Tbb927VSG-2016,Trypanosoma brucei brucei,NA
Tbb927VSG-2017,Trypanosoma brucei brucei,NA
Tbb927VSG-2018,Trypanosoma brucei brucei,NA
Tbb927VSG-2019,Trypanosoma brucei brucei,NA
Tbb927VSG-2020,Trypanosoma brucei brucei,NA
Tbb927VSG-2021,Trypanosoma brucei brucei,NA
Tbb927VSG-2022,Trypanosoma brucei brucei,NA
Tbb927VSG-2023,Trypanosoma brucei brucei,NA
Tbb927VSG-2024,Trypanosoma brucei brucei,NA
Tbb927VSG-2025,Trypanosoma brucei brucei,NA
Tbb927VSG-2026,Trypanosoma brucei brucei,NA
Tbb927VSG-2027,Trypanosoma brucei brucei,NA
Tbb927VSG-2028,Trypanosoma brucei brucei,NA
Tbb927VSG-2029,Trypanosoma brucei brucei,NA
Tbb927VSG-2030,Trypanosoma brucei brucei,NA
Tbb927VSG-2031,Trypanosoma brucei brucei,NA
Tbb927VSG-2032,Trypanosoma brucei brucei,NA
Tbb927VSG-2033,Trypanosoma brucei brucei,NA
Tbb927VSG-2034,Trypanosoma brucei brucei,NA
Tbb927VSG-2035,Trypanosoma brucei brucei,NA
Tbb927VSG-2036,Trypanosoma brucei brucei,NA
Tbb927VSG-2037,Trypanosoma brucei brucei,NA
Tbb927VSG-2038,Trypanosoma brucei brucei,NA
Tbb927VSG-2039,Trypanosoma brucei brucei,NA
Tbb927VSG-2040,Trypanosoma brucei brucei,NA
Tbb927VSG-2041,Trypanosoma brucei brucei,NA
Tbb927VSG-2042,Trypanosoma brucei brucei,NA
Tbb927VSG-2043,Trypanosoma brucei brucei,NA
Tbb927VSG-2044,Trypanosoma brucei brucei,NA
Tbb927VSG-2045,Trypanosoma brucei brucei,NA
Tbb927VSG-2046,Trypanosoma brucei brucei,NA
Tbb927VSG-2047,Trypanosoma brucei brucei,NA
Tbb927VSG-2048,Trypanosoma brucei brucei,NA
Tbb927VSG-2049,Trypanosoma brucei brucei,NA
Tbb927VSG-2050,Trypanosoma brucei brucei,NA
Tbb927VSG-2051,Trypanosoma brucei brucei,NA
Tbb927VSG-2052,Trypanosoma brucei brucei,NA
Tbb927VSG-2053,Trypanosoma brucei brucei,NA
Tbb927VSG-2054,Trypanosoma brucei brucei,NA
Tbb927VSG-2055,Trypanosoma brucei brucei,NA
Tbb927VSG-2056,Trypanosoma brucei brucei,NA
Tbb927VSG-2057,Trypanosoma brucei brucei,NA
Tbb927VSG-2058,Trypanosoma brucei brucei,NA
Tbb927VSG-2059,Trypanosoma brucei brucei,NA
Tbb927VSG-2060,Trypanosoma brucei brucei,NA
Tbb927VSG-2061,Trypanosoma brucei brucei,NA
Tbb927VSG-2062,Trypanosoma brucei brucei,NA
Tbb927VSG-2063,Trypanosoma brucei brucei,NA
Tbb927VSG-2064,Trypanosoma brucei brucei,NA
Tbb927VSG-2065,Trypanosoma brucei brucei,NA
Tbb927VSG-2066,Trypanosoma brucei brucei,NA
Tbb927VSG-2067,Trypanosoma brucei brucei,NA
Tbb927VSG-2068,Trypanosoma brucei brucei,NA
Tbb927VSG-2069,Trypanosoma brucei brucei,NA
Tbb927VSG-2070,Trypanosoma brucei brucei,NA
Tbb927VSG-2071,Trypanosoma brucei brucei,NA
Tbb927VSG-2072,Trypanosoma brucei brucei,NA
Tbb927VSG-2073,Trypanosoma brucei brucei,NA
Tbb927VSG-2074,Trypanosoma brucei brucei,NA
Tbb927VSG-2075,Trypanosoma brucei brucei,NA
Tbb927VSG-2076,Trypanosoma brucei brucei,NA
Tbb927VSG-2077,Trypanosoma brucei brucei,NA
Tbb927VSG-2078,Trypanosoma brucei brucei,NA
Tbb927VSG-2079,Trypanosoma brucei brucei,NA
Tbb927VSG-2080,Trypanosoma brucei brucei,NA
Tbb927VSG-2081,Trypanosoma brucei brucei,NA
Tbb927VSG-2082,Trypanosoma brucei brucei,NA
Tbb927VSG-2083,Trypanosoma brucei brucei,NA
Tbb927VSG-2084,Trypanosoma brucei brucei,NA
Tbb927VSG-2085,Trypanosoma brucei brucei,NA
Tbb927VSG-2086,Trypanosoma brucei brucei,NA
Tbb927VSG-2087,Trypanosoma brucei brucei,NA
Tbb927VSG-2088,Trypanosoma brucei brucei,NA
Tbb927VSG-2089,Trypanosoma brucei brucei,NA
Tbb927VSG-2090,Trypanosoma brucei brucei,NA
Tbb927VSG-2091,Trypanosoma brucei brucei,NA
Tbb927VSG-2092,Trypanosoma brucei brucei,NA
Tbb927VSG-2093,Trypanosoma brucei brucei,NA
Tbb927VSG-2094,Trypanosoma brucei brucei,NA
Tbb927VSG-2095,Trypanosoma brucei brucei,NA
Tbb927VSG-2096,Trypanosoma brucei brucei,NA
Tbb927VSG-2097,Trypanosoma brucei brucei,NA
Tbb927VSG-2098,Trypanosoma brucei brucei,NA
Tbb927VSG-2099,Trypanosoma brucei brucei,NA
Tbb927VSG-2100,Trypanosoma brucei brucei,NA
Tbb927VSG-2101,Trypanosoma brucei brucei,NA
Tbb927VSG-2102,Trypanosoma brucei brucei,NA
Tbb927VSG-2103,Trypanosoma brucei brucei,NA
Tbb927VSG-2104,Trypanosoma brucei brucei,NA
Tbb927VSG-2105,Trypanosoma brucei brucei,NA
Tbb927VSG-2106,Trypanosoma brucei brucei,NA
Tbb927VSG-2107,Trypanosoma brucei brucei,NA
Tbb927VSG-2108,Trypanosoma brucei brucei,NA
Tbb927VSG-2109,Trypanosoma brucei brucei,NA
Tbb927VSG-2110,Trypanosoma brucei brucei,NA
Tbb927VSG-2111,Trypanosoma brucei brucei,NA
Tbb927VSG-2112,Trypanosoma brucei brucei,NA
Tbb927VSG-2113,Trypanosoma brucei brucei,NA
Tbb927VSG-2114,Trypanosoma brucei brucei,NA
Tbb927VSG-2115,Trypanosoma brucei brucei,NA
Tbb927VSG-2116,Trypanosoma brucei brucei,NA
Tbb927VSG-2117,Trypanosoma brucei brucei,NA
Tbb927VSG-2118,Trypanosoma brucei brucei,NA
Tbb927VSG-2119,Trypanosoma brucei brucei,NA
Tbb927VSG-2120,Trypanosoma brucei brucei,NA
Tbb927VSG-2121,Trypanosoma brucei brucei,NA
Tbb927VSG-2122,Trypanosoma brucei brucei,NA
Tbb927VSG-2123,Trypanosoma brucei brucei,NA
Tbb927VSG-2124,Trypanosoma brucei brucei,NA
Tbb927VSG-2125,Trypanosoma brucei brucei,NA
Tbb927VSG-2126,Trypanosoma brucei brucei,NA
Tbb927VSG-2127,Trypanosoma brucei brucei,NA
Tbb927VSG-2128,Trypanosoma brucei brucei,NA
Tbb927VSG-2129,Trypanosoma brucei brucei,NA
Tbb927VSG-2130,Trypanosoma brucei brucei,NA
Tbb927VSG-2131,Trypanosoma brucei brucei,NA
Tbb927VSG-2132,Trypanosoma brucei brucei,NA
Tbb927VSG-2133,Trypanosoma brucei brucei,NA
Tbb927VSG-2134,Trypanosoma brucei brucei,NA
Tbb927VSG-2135,Trypanosoma brucei brucei,NA
Tbb927VSG-2136,Trypanosoma brucei brucei,NA
Tbb927VSG-2137,Trypanosoma brucei brucei,NA
Tbb927VSG-2138,Trypanosoma brucei brucei,NA
Tbb927VSG-2139,Trypanosoma brucei brucei,NA
Tbb927VSG-2140,Trypanosoma brucei brucei,NA
Tbb927VSG-2141,Trypanosoma brucei brucei,NA
Tbb927VSG-2142,Trypanosoma brucei brucei,NA
Tbb927VSG-2143,Trypanosoma brucei brucei,NA
Tbb927VSG-2144,Trypanosoma brucei brucei,NA
Tbb927VSG-2145,Trypanosoma brucei brucei,NA
Tbb927VSG-2146,Trypanosoma brucei brucei,NA
Tbb927VSG-2147,Trypanosoma brucei brucei,NA
Tbb1125VSG-1,Trypanosoma brucei brucei,NA
Tbb1125VSG-2,Trypanosoma brucei brucei,NA
Tbb1125VSG-3,Trypanosoma brucei brucei,NA
Tbb1125VSG-6,Trypanosoma brucei brucei,NA
Tbb1125VSG-8,Trypanosoma brucei brucei,NA
Tbb1125VSG-10,Trypanosoma brucei brucei,NA
Tbb1125VSG-12,Trypanosoma brucei brucei,NA
Tbb1125VSG-16,Trypanosoma brucei brucei,NA
Tbb1125VSG-17,Trypanosoma brucei brucei,NA
Tbb1125VSG-18,Trypanosoma brucei brucei,NA
Tbb1125VSG-21,Trypanosoma brucei brucei,NA
Tbb1125VSG-22,Trypanosoma brucei brucei,NA
Tbb1125VSG-23,Trypanosoma brucei brucei,NA
Tbb1125VSG-24,Trypanosoma brucei brucei,NA
Tbb1125VSG-25,Trypanosoma brucei brucei,NA
Tbb1125VSG-27,Trypanosoma brucei brucei,NA
Tbb1125VSG-29,Trypanosoma brucei brucei,NA
Tbb1125VSG-30,Trypanosoma brucei brucei,NA
Tbb1125VSG-32,Trypanosoma brucei brucei,NA
Tbb1125VSG-33,Trypanosoma brucei brucei,NA
Tbb1125VSG-36,Trypanosoma brucei brucei,NA
Tbb1125VSG-37,Trypanosoma brucei brucei,NA
Tbb1125VSG-38,Trypanosoma brucei brucei,NA
Tbb1125VSG-39,Trypanosoma brucei brucei,NA
Tbb1125VSG-40,Trypanosoma brucei brucei,NA
Tbb1125VSG-41,Trypanosoma brucei brucei,NA
Tbb1125VSG-42,Trypanosoma brucei brucei,NA
Tbb1125VSG-43,Trypanosoma brucei brucei,NA
Tbb1125VSG-43.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-45,Trypanosoma brucei brucei,NA
Tbb1125VSG-48,Trypanosoma brucei brucei,NA
Tbb1125VSG-49,Trypanosoma brucei brucei,NA
Tbb1125VSG-50,Trypanosoma brucei brucei,NA
Tbb1125VSG-53,Trypanosoma brucei brucei,NA
Tbb1125VSG-54,Trypanosoma brucei brucei,NA
Tbb1125VSG-55,Trypanosoma brucei brucei,NA
Tbb1125VSG-56,Trypanosoma brucei brucei,NA
Tbb1125VSG-57,Trypanosoma brucei brucei,NA
Tbb1125VSG-59,Trypanosoma brucei brucei,NA
Tbb1125VSG-62,Trypanosoma brucei brucei,NA
Tbb1125VSG-63,Trypanosoma brucei brucei,NA
Tbb1125VSG-64,Trypanosoma brucei brucei,NA
Tbb1125VSG-65,Trypanosoma brucei brucei,NA
Tbb1125VSG-66,Trypanosoma brucei brucei,NA
Tbb1125VSG-67,Trypanosoma brucei brucei,NA
Tbb1125VSG-68,Trypanosoma brucei brucei,NA
Tbb1125VSG-69,Trypanosoma brucei brucei,NA
Tbb1125VSG-70,Trypanosoma brucei brucei,NA
Tbb1125VSG-71,Trypanosoma brucei brucei,NA
Tbb1125VSG-72,Trypanosoma brucei brucei,NA
Tbb1125VSG-73,Trypanosoma brucei brucei,NA
Tbb1125VSG-74,Trypanosoma brucei brucei,NA
Tbb1125VSG-75,Trypanosoma brucei brucei,NA
Tbb1125VSG-76,Trypanosoma brucei brucei,NA
Tbb1125VSG-77,Trypanosoma brucei brucei,NA
Tbb1125VSG-78,Trypanosoma brucei brucei,NA
Tbb1125VSG-79,Trypanosoma brucei brucei,NA
Tbb1125VSG-80,Trypanosoma brucei brucei,NA
Tbb1125VSG-81,Trypanosoma brucei brucei,NA
Tbb1125VSG-82,Trypanosoma brucei brucei,NA
Tbb1125VSG-83,Trypanosoma brucei brucei,NA
Tbb1125VSG-84,Trypanosoma brucei brucei,NA
Tbb1125VSG-101,Trypanosoma brucei brucei,NA
Tbb1125VSG-102,Trypanosoma brucei brucei,NA
Tbb1125VSG-103,Trypanosoma brucei brucei,NA
Tbb1125VSG-104,Trypanosoma brucei brucei,NA
Tbb1125VSG-105,Trypanosoma brucei brucei,NA
Tbb1125VSG-107,Trypanosoma brucei brucei,NA
Tbb1125VSG-109,Trypanosoma brucei brucei,NA
Tbb1125VSG-110,Trypanosoma brucei brucei,NA
Tbb1125VSG-111,Trypanosoma brucei brucei,NA
Tbb1125VSG-112,Trypanosoma brucei brucei,NA
Tbb1125VSG-113,Trypanosoma brucei brucei,NA
Tbb1125VSG-113.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-114,Trypanosoma brucei brucei,NA
Tbb1125VSG-115,Trypanosoma brucei brucei,NA
Tbb1125VSG-116,Trypanosoma brucei brucei,NA
Tbb1125VSG-117,Trypanosoma brucei brucei,NA
Tbb1125VSG-118,Trypanosoma brucei brucei,NA
Tbb1125VSG-119,Trypanosoma brucei brucei,NA
Tbb1125VSG-121,Trypanosoma brucei brucei,NA
Tbb1125VSG-122,Trypanosoma brucei brucei,NA
Tbb1125VSG-123,Trypanosoma brucei brucei,NA
Tbb1125VSG-124,Trypanosoma brucei brucei,NA
Tbb1125VSG-125,Trypanosoma brucei brucei,NA
Tbb1125VSG-126,Trypanosoma brucei brucei,NA
Tbb1125VSG-127.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-128,Trypanosoma brucei brucei,NA
Tbb1125VSG-129,Trypanosoma brucei brucei,NA
Tbb1125VSG-130,Trypanosoma brucei brucei,NA
Tbb1125VSG-131,Trypanosoma brucei brucei,NA
Tbb1125VSG-132,Trypanosoma brucei brucei,NA
Tbb1125VSG-132.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-132.2,Trypanosoma brucei brucei,NA
Tbb1125VSG-133,Trypanosoma brucei brucei,NA
Tbb1125VSG-134,Trypanosoma brucei brucei,NA
Tbb1125VSG-135,Trypanosoma brucei brucei,NA
Tbb1125VSG-136,Trypanosoma brucei brucei,NA
Tbb1125VSG-137,Trypanosoma brucei brucei,NA
Tbb1125VSG-137.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-137.2,Trypanosoma brucei brucei,NA
Tbb1125VSG-137.3,Trypanosoma brucei brucei,NA
Tbb1125VSG-138,Trypanosoma brucei brucei,NA
Tbb1125VSG-139,Trypanosoma brucei brucei,NA
Tbb1125VSG-140,Trypanosoma brucei brucei,NA
Tbb1125VSG-141,Trypanosoma brucei brucei,NA
Tbb1125VSG-143,Trypanosoma brucei brucei,NA
Tbb1125VSG-144,Trypanosoma brucei brucei,NA
Tbb1125VSG-145,Trypanosoma brucei brucei,NA
Tbb1125VSG-146,Trypanosoma brucei brucei,NA
Tbb1125VSG-147,Trypanosoma brucei brucei,NA
Tbb1125VSG-148,Trypanosoma brucei brucei,NA
Tbb1125VSG-149,Trypanosoma brucei brucei,NA
Tbb1125VSG-150,Trypanosoma brucei brucei,NA
Tbb1125VSG-151,Trypanosoma brucei brucei,NA
Tbb1125VSG-152,Trypanosoma brucei brucei,NA
Tbb1125VSG-153,Trypanosoma brucei brucei,NA
Tbb1125VSG-153.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-154,Trypanosoma brucei brucei,NA
Tbb1125VSG-155,Trypanosoma brucei brucei,NA
Tbb1125VSG-156,Trypanosoma brucei brucei,NA
Tbb1125VSG-157,Trypanosoma brucei brucei,NA
Tbb1125VSG-160,Trypanosoma brucei brucei,NA
Tbb1125VSG-161,Trypanosoma brucei brucei,NA
Tbb1125VSG-162,Trypanosoma brucei brucei,NA
Tbb1125VSG-163,Trypanosoma brucei brucei,NA
Tbb1125VSG-163.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-165,Trypanosoma brucei brucei,NA
Tbb1125VSG-165.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-166,Trypanosoma brucei brucei,NA
Tbb1125VSG-167.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-168,Trypanosoma brucei brucei,NA
Tbb1125VSG-169,Trypanosoma brucei brucei,NA
Tbb1125VSG-170,Trypanosoma brucei brucei,NA
Tbb1125VSG-171,Trypanosoma brucei brucei,NA
Tbb1125VSG-174,Trypanosoma brucei brucei,NA
Tbb1125VSG-175,Trypanosoma brucei brucei,NA
Tbb1125VSG-176,Trypanosoma brucei brucei,NA
Tbb1125VSG-177,Trypanosoma brucei brucei,NA
Tbb1125VSG-178,Trypanosoma brucei brucei,NA
Tbb1125VSG-179,Trypanosoma brucei brucei,NA
Tbb1125VSG-180,Trypanosoma brucei brucei,NA
Tbb1125VSG-181,Trypanosoma brucei brucei,NA
Tbb1125VSG-182,Trypanosoma brucei brucei,NA
Tbb1125VSG-183,Trypanosoma brucei brucei,NA
Tbb1125VSG-184,Trypanosoma brucei brucei,NA
Tbb1125VSG-185,Trypanosoma brucei brucei,NA
Tbb1125VSG-186,Trypanosoma brucei brucei,NA
Tbb1125VSG-187,Trypanosoma brucei brucei,NA
Tbb1125VSG-188,Trypanosoma brucei brucei,NA
Tbb1125VSG-189,Trypanosoma brucei brucei,NA
Tbb1125VSG-190,Trypanosoma brucei brucei,NA
Tbb1125VSG-192,Trypanosoma brucei brucei,NA
Tbb1125VSG-193,Trypanosoma brucei brucei,NA
Tbb1125VSG-194,Trypanosoma brucei brucei,NA
Tbb1125VSG-195,Trypanosoma brucei brucei,NA
Tbb1125VSG-196,Trypanosoma brucei brucei,NA
Tbb1125VSG-197,Trypanosoma brucei brucei,NA
Tbb1125VSG-198,Trypanosoma brucei brucei,NA
Tbb1125VSG-199,Trypanosoma brucei brucei,NA
Tbb1125VSG-200,Trypanosoma brucei brucei,NA
Tbb1125VSG-201,Trypanosoma brucei brucei,NA
Tbb1125VSG-202,Trypanosoma brucei brucei,NA
Tbb1125VSG-203,Trypanosoma brucei brucei,NA
Tbb1125VSG-204,Trypanosoma brucei brucei,NA
Tbb1125VSG-205,Trypanosoma brucei brucei,NA
Tbb1125VSG-206,Trypanosoma brucei brucei,NA
Tbb1125VSG-207,Trypanosoma brucei brucei,NA
Tbb1125VSG-208,Trypanosoma brucei brucei,NA
Tbb1125VSG-209,Trypanosoma brucei brucei,NA
Tbb1125VSG-210,Trypanosoma brucei brucei,NA
Tbb1125VSG-211,Trypanosoma brucei brucei,NA
Tbb1125VSG-213,Trypanosoma brucei brucei,NA
Tbb1125VSG-214,Trypanosoma brucei brucei,NA
Tbb1125VSG-215,Trypanosoma brucei brucei,NA
Tbb1125VSG-216,Trypanosoma brucei brucei,NA
Tbb1125VSG-217,Trypanosoma brucei brucei,NA
Tbb1125VSG-218,Trypanosoma brucei brucei,NA
Tbb1125VSG-219,Trypanosoma brucei brucei,NA
Tbb1125VSG-220,Trypanosoma brucei brucei,NA
Tbb1125VSG-221,Trypanosoma brucei brucei,NA
Tbb1125VSG-222,Trypanosoma brucei brucei,NA
Tbb1125VSG-224,Trypanosoma brucei brucei,NA
Tbb1125VSG-225,Trypanosoma brucei brucei,NA
Tbb1125VSG-226,Trypanosoma brucei brucei,NA
Tbb1125VSG-227,Trypanosoma brucei brucei,NA
Tbb1125VSG-228,Trypanosoma brucei brucei,NA
Tbb1125VSG-229,Trypanosoma brucei brucei,NA
Tbb1125VSG-230,Trypanosoma brucei brucei,NA
Tbb1125VSG-231,Trypanosoma brucei brucei,NA
Tbb1125VSG-232,Trypanosoma brucei brucei,NA
Tbb1125VSG-233,Trypanosoma brucei brucei,NA
Tbb1125VSG-234,Trypanosoma brucei brucei,NA
Tbb1125VSG-235,Trypanosoma brucei brucei,NA
Tbb1125VSG-236,Trypanosoma brucei brucei,NA
Tbb1125VSG-238,Trypanosoma brucei brucei,NA
Tbb1125VSG-239,Trypanosoma brucei brucei,NA
Tbb1125VSG-240,Trypanosoma brucei brucei,NA
Tbb1125VSG-241,Trypanosoma brucei brucei,NA
Tbb1125VSG-242,Trypanosoma brucei brucei,NA
Tbb1125VSG-243,Trypanosoma brucei brucei,NA
Tbb1125VSG-244,Trypanosoma brucei brucei,NA
Tbb1125VSG-245,Trypanosoma brucei brucei,NA
Tbb1125VSG-246,Trypanosoma brucei brucei,NA
Tbb1125VSG-247,Trypanosoma brucei brucei,NA
Tbb1125VSG-248,Trypanosoma brucei brucei,NA
Tbb1125VSG-249,Trypanosoma brucei brucei,NA
Tbb1125VSG-250,Trypanosoma brucei brucei,NA
Tbb1125VSG-251,Trypanosoma brucei brucei,NA
Tbb1125VSG-252,Trypanosoma brucei brucei,NA
Tbb1125VSG-254,Trypanosoma brucei brucei,NA
Tbb1125VSG-255,Trypanosoma brucei brucei,NA
Tbb1125VSG-256,Trypanosoma brucei brucei,NA
Tbb1125VSG-257,Trypanosoma brucei brucei,NA
Tbb1125VSG-258,Trypanosoma brucei brucei,NA
Tbb1125VSG-259,Trypanosoma brucei brucei,NA
Tbb1125VSG-259.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-261,Trypanosoma brucei brucei,NA
Tbb1125VSG-265,Trypanosoma brucei brucei,NA
Tbb1125VSG-266,Trypanosoma brucei brucei,NA
Tbb1125VSG-267,Trypanosoma brucei brucei,NA
Tbb1125VSG-268,Trypanosoma brucei brucei,NA
Tbb1125VSG-269,Trypanosoma brucei brucei,NA
Tbb1125VSG-270,Trypanosoma brucei brucei,NA
Tbb1125VSG-273,Trypanosoma brucei brucei,NA
Tbb1125VSG-274,Trypanosoma brucei brucei,NA
Tbb1125VSG-275,Trypanosoma brucei brucei,NA
Tbb1125VSG-276,Trypanosoma brucei brucei,NA
Tbb1125VSG-277,Trypanosoma brucei brucei,NA
Tbb1125VSG-279,Trypanosoma brucei brucei,NA
Tbb1125VSG-280,Trypanosoma brucei brucei,NA
Tbb1125VSG-280.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-281,Trypanosoma brucei brucei,NA
Tbb1125VSG-282,Trypanosoma brucei brucei,NA
Tbb1125VSG-283,Trypanosoma brucei brucei,NA
Tbb1125VSG-284,Trypanosoma brucei brucei,NA
Tbb1125VSG-285,Trypanosoma brucei brucei,NA
Tbb1125VSG-286,Trypanosoma brucei brucei,NA
Tbb1125VSG-286.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-287,Trypanosoma brucei brucei,NA
Tbb1125VSG-288,Trypanosoma brucei brucei,NA
Tbb1125VSG-289,Trypanosoma brucei brucei,NA
Tbb1125VSG-290,Trypanosoma brucei brucei,NA
Tbb1125VSG-291,Trypanosoma brucei brucei,NA
Tbb1125VSG-292,Trypanosoma brucei brucei,NA
Tbb1125VSG-293,Trypanosoma brucei brucei,NA
Tbb1125VSG-294,Trypanosoma brucei brucei,NA
Tbb1125VSG-295,Trypanosoma brucei brucei,NA
Tbb1125VSG-296,Trypanosoma brucei brucei,NA
Tbb1125VSG-297,Trypanosoma brucei brucei,NA
Tbb1125VSG-298,Trypanosoma brucei brucei,NA
Tbb1125VSG-299,Trypanosoma brucei brucei,NA
Tbb1125VSG-299.3,Trypanosoma brucei brucei,NA
Tbb1125VSG-301,Trypanosoma brucei brucei,NA
Tbb1125VSG-302,Trypanosoma brucei brucei,NA
Tbb1125VSG-303,Trypanosoma brucei brucei,NA
Tbb1125VSG-304,Trypanosoma brucei brucei,NA
Tbb1125VSG-306,Trypanosoma brucei brucei,NA
Tbb1125VSG-306.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-306.2,Trypanosoma brucei brucei,NA
Tbb1125VSG-307,Trypanosoma brucei brucei,NA
Tbb1125VSG-308,Trypanosoma brucei brucei,NA
Tbb1125VSG-308.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-309,Trypanosoma brucei brucei,NA
Tbb1125VSG-309.1,Trypanosoma brucei brucei,NA
Tbb1125VSG-310,Trypanosoma brucei brucei,NA
Tbb1125VSG-311,Trypanosoma brucei brucei,NA
Tbb1125VSG-312,Trypanosoma brucei brucei,NA
Tbb1125VSG-313,Trypanosoma brucei brucei,NA
Tbb1125VSG-314,Trypanosoma brucei brucei,NA
Tbb1125VSG-315,Trypanosoma brucei brucei,NA
Tbb1125VSG-316,Trypanosoma brucei brucei,NA
Tbb1125VSG-317,Trypanosoma brucei brucei,NA
Tbb1125VSG-318,Trypanosoma brucei brucei,NA
Tbb1125VSG-320,Trypanosoma brucei brucei,NA
Tbb1125VSG-321,Trypanosoma brucei brucei,NA
Tbb1125VSG-322,Trypanosoma brucei brucei,NA
Tbb1125VSG-324,Trypanosoma brucei brucei,NA
Tbb1125VSG-325,Trypanosoma brucei brucei,NA
Tbb1125VSG-326,Trypanosoma brucei brucei,NA
Tbb1125VSG-327,Trypanosoma brucei brucei,NA
Tbb1125VSG-328,Trypanosoma brucei brucei,NA
Tbb1125VSG-329,Trypanosoma brucei brucei,NA
Tbb1125VSG-330,Trypanosoma brucei brucei,NA
Tbb1125VSG-331,Trypanosoma brucei brucei,NA
Tbb1125VSG-332,Trypanosoma brucei brucei,NA
Tbb1125VSG-333,Trypanosoma brucei brucei,NA
Tbb1125VSG-334,Trypanosoma brucei brucei,NA
Tbb1125VSG-336,Trypanosoma brucei brucei,NA
Tbb1125VSG-337,Trypanosoma brucei brucei,NA
Tbb1125VSG-341,Trypanosoma brucei brucei,NA
Tbb1125VSG-342,Trypanosoma brucei brucei,NA
Tbb1125VSG-343,Trypanosoma brucei brucei,NA
Tbb1125VSG-345,Trypanosoma brucei brucei,NA
Tbb1125VSG-346,Trypanosoma brucei brucei,NA
